user_id,datetime,weekday,place_name,transport_mode,lon_x,lat_y
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:20:22+02:00,Thu,Schoeniweg,,8.696532,47.186400
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:24:28+02:00,Thu,,Walk,8.696532,47.186400
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:24:28+02:00,Thu,,Walk,8.696024,47.186266
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:24:49+02:00,Thu,,Walk,8.695463,47.186053
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:25:00+02:00,Thu,,Walk,8.695355,47.186193
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:25:11+02:00,Thu,,Walk,8.695435,47.186238
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:25:32+02:00,Thu,,Walk,8.695429,47.186268
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:25:43+02:00,Thu,,Walk,8.695429,47.186268
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:25:53+02:00,Thu,,Walk,8.695391,47.186285
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:26:04+02:00,Thu,,Walk,8.695284,47.186247
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:26:15+02:00,Thu,,Walk,8.695351,47.186250
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:26:25+02:00,Thu,,Walk,8.695416,47.186238
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:26:46+02:00,Thu,,Walk,8.695472,47.186228
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:26:57+02:00,Thu,,Walk,8.695493,47.186238
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:27:07+02:00,Thu,,Walk,8.695414,47.186213
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:27:21+02:00,Thu,,Walk,8.695020,47.186207
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:27:29+02:00,Thu,,Run,8.695020,47.186207
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:27:40+02:00,Thu,,Run,8.694688,47.186087
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:27:51+02:00,Thu,,Run,8.694382,47.186134
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:28:02+02:00,Thu,,Run,8.694003,47.186133
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:28:13+02:00,Thu,,Run,8.693709,47.186234
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:28:24+02:00,Thu,,Run,8.693482,47.186139
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:28:45+02:00,Thu,,Run,8.693925,47.185765
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:28:56+02:00,Thu,,Run,8.694120,47.185638
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:29:06+02:00,Thu,,Run,8.693785,47.185461
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:29:06+02:00,Thu,,Run,8.693775,47.185418
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:29:06+02:00,Thu,Weidliweg,,8.693775,47.185418
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:32:08+02:00,Thu,,Walk,8.693775,47.185418
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:32:08+02:00,Thu,,Walk,8.693280,47.185305
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:32:30+02:00,Thu,,Walk,8.692586,47.185029
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:32:40+02:00,Thu,,Walk,8.692305,47.184901
